Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8083559398,73990MC,NY,COM,11/02/2016,9,VAN,FORD,T,36870,25290,0,20180708,32,32,32,361115,T103,N,0523P,,NY,X,,W 155th St,Macombs Pl,0,408,e1,,,,,WH,,0,,0,C 77,09-Blocking the Box,,,
8536771161,GWD2696,NY,PAS,06/20/2017,21,SUBN,JEEP,T,28830,33530,32930,20190128,70,70,70,363122,T802,B,0140A,,K,O,834,Coney Island Ave,,0,408,d1,,Y Y Y,1200A,0300A,GY,,2015,,0,I,21-No Parking (street clean),,,
1413516026,GPK9765,NY,PAS,11/08/2016,98,VAN,HONDA,P,15920,35780,35830,20180421,70,70,70,961026,70,0,0536A,,K,F,2226,BAY AVE,,0,408,E5,,BBBBBBB,ALL,ALL,GRAY,0,2014,-,0,,,,,
7369987917,GGP9942,NY,PAS,10/04/2016,46,SUBN,HYUND,T,18520,54430,44920,20180305,43,43,43,358910,T202,R,0228P,,BX,F,426,Castle Hill Ave,,0,408,f1,,,,,GY,,2010,,0,P 23,46A-Double Parking (Non-COM),,,
8040131443,63045JM,NY,COM,10/26/2016,14,DELV,GMC,T,34690,10510,10610,88888888,14,14,14,345388,T106,C,0924A,,NY,F,111,W 46th St,,0,408,c,,YYYYYYY,,,BROWN,,1988,,0,08 6,14-No Standing,,,
8398512374,HGL4389,NY,PAS,10/18/2016,38,SUBN,BMW,T,35630,67047,26230,20180530,70,70,70,361831,T302,B,1022A,,K,F,61,E 18th St,,0,408,h1,,Y,0930A,0700P,WH,,2016,,0,09 3,38-Failure to Display Muni Rec,,,
5092686789,HHU8142,NY,PAS,07/23/2016,7,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0533P,,ST,,,ARTHUR KILL RD (W/B),@ RICHMOND AVE,0,1111,D,T,,,,GY,,2016,,0,,FAILURE TO STOP AT RED LIGHT,,,
8262066388,GVB8854,NY,PAS,04/05/2017,38,4DSD,TOYOT,T,55690,15640,15790,20181105,104,104,104,362214,T402,F,0351P,,Q,F,Jul-74,Metropolitan Ave,,0,408,h1,,Y,0900A,0700P,WH,,1997,,0,23,38-Failure to Display Muni Rec,,,
8518552011,GER1082,NY,PAS,02/17/2017,21,SUBN,PORSC,T,18730,25390,27790,20190214,19,19,19,358184,T103,P,0938A,,NY,O,71,E 87th St,,0,408,d1,,Y  Y,0900A,1030A,BL,,2013,,0,CC1,21-No Parking (street clean),,,
1413523936,HGU6001,NY,PAS,10/20/2016,19,VAN,FORD,P,28830,65030,69730,20180430,70,70,70,959110,70,0,0359A,,K,F,980,CONEY ISLAND AVE,,0,408,E3,,BBBBBBB,ALL,ALL,WHITE,0,2015,-,0,,,,,
8481834208,R79HKR,NJ,PAS,06/25/2017,14,4DSD,LEXUS,T,34510,10610,10810,88880088,14,14,14,355437,T106,I,0455P,,NY,F,211,W 37th St,,0,408,c,,YYYYYYY,,,WHITE,,0,,0,99,14-No Standing,,,
8486952580,X91FBR,NJ,PAS,11/30/2016,37,SUBN,BMW,T,0,40404,40404,88888888,109,109,109,362541,T401,R,0509P,0447P,Q,I,,Flushing Lot #2,,20161130,408,h1,,Y,0800A,1000P,WHITE,,0,481-3006,0,01 4,37-Expired Muni Meter,,,
8074512186,HHK8373,NY,PAS,12/24/2016,37,4DSD,HONDA,T,10210,18270,18290,20180624,19,19,19,362564,T103,R,0158P,0152P,NY,O,1107,3rd Ave,,0,408,h1,,Y,0800A,0700P,WH,,2016,107-4868,0,03 7,37-Expired Muni Meter,,,
8369521903,GEJ9937,NY,PAS,09/15/2016,21,SUBN,HONDA,T,57830,58730,47430,20170218,90,90,90,357051,T301,C,1127A,,K,O,156,Lynch St,,0,408,d1,,Y  Y,1100A,1230A,BK,,2016,,0,SPCL,21-No Parking (street clean),,,
8076557641,XDFJ29,NJ,PAS,10/21/2016,19,DELV,ISUZU,T,10210,18710,18730,88880088,19,19,19,348515,Manh,B,0623A,,NY,O,1538,3rd Ave,,0,408,c3,,YYYYYYY,,,WHITE,,0,,0,CC1,19-No Stand (bus stop),,,
8206044310,HMV1976,NY,PAS,02/18/2017,38,4DSD,TOYOT,T,50990,7040,10190,20190108,108,108,108,357323,T401,N,0216P,,Q,F,23-20,Jackson Ave,,0,408,h1,,Y,0900A,0700P,BK,,2017,,0,G,38-Failure to Display Muni Rec,,,
8390519884,ZHC1905,PA,PAS,12/14/2016,38,VAN,DODGE,T,23230,54730,33430,20171088,83,83,83,361084,T301,O,0433P,,K,F,1080,Broadway,,0,408,h1,,Y,0900A,0700P,WHITE,,0,,0,C 31,38-Failure to Display Muni Rec,,,
4634239474,HDH8189,NY,PAS,05/23/2017,36,4DSD,BUICK,V,0,0,0,0,,0,0,0,,,1042A,,BK,,,EB FLATLANDS AVE @ E,58TH ST,0,1180,B,T,,,,BK,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8480659099,CZT5332,NY,PAS,03/03/2017,31,4DSD,NISSA,T,27800,17430,17450,20180908,13,13,13,364832,T102,E,1211P,,NY,F,300,Park Ave South,,0,408,l3,,YYYYY,0700A,0700P,BL,,2017,,0,14,31-No Stand (Com. Mtr. Zone),,,
4628008360,GVZ1778,NY,PAS,12/07/2016,36,4DSD,BMW,V,0,0,0,0,,0,0,0,,,0214P,,BX,,,NB GRAND CONCOURSE @,E 169TH ST,0,1180,B,T,,,,BK,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8377042265,HMU4676,NY,PAS,11/28/2016,21,4DSD,CHRYS,T,34220,26730,26760,20170120,42,42,42,355664,T201,D,0818A,,BX,O,1302,Fulton Ave,,0,408,d1,,Y  Y,0800A,0930A,WHITE,,2015,,0,26 2,21-No Parking (street clean),,,
8533224357,ZHF6133,NY,ITP,05/18/2017,21,4DSD,ME/BE,T,43330,58730,85730,88880088,81,81,81,347663,T301,Y,1133A,,K,O,472,Gates Ave,,0,408,d1,,Y  Y,1100A,1230A,WHITE,,0,,0,K,21-No Parking (street clean),,,
5092638825,C22FRR,NJ,PAS,07/20/2016,7,WAGO,DODGE,V,0,0,0,0,,0,0,0,,,1028P,,QN,,,ROCKAWAY BLVD (W/B),@ GUY R BREWER BLVD,0,1111,D,T,,,,RD,,0,,0,,FAILURE TO STOP AT RED LIGHT,,,
4623401650,HFP7054,NY,PAS,09/15/2016,36,SUBN,CHRYS,V,0,0,0,0,,0,0,0,,,0900A,,BK,,,EB ATLANTIC AVE @ NE,W YORK AVE,0,1180,B,T,,,,BL,,0,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8565158305,DM9333,NC,PAS,06/07/2017,40,PICK,FORD,T,12090,12040,12140,20171288,104,104,104,363493,T402,M,0908A,,Q,O,5802,58th Pl,,0,408,e2,,YYYYYYY,,,BLACK,,0,,5,B,40-Fire Hydrant,,,
7040242990,GEA1746,NY,PAS,02/05/2017,40,4DSD,NISSA,T,75530,27530,29830,20181223,84,84,84,361813,T301,S,1104A,,K,F,26,Schermerhorn St,,0,408,e2,,YYYYYYY,,,GY,,2015,,7,5,40-Fire Hydrant,,,
5096610391,6N16H,NY,OMT,05/14/2017,7,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0125P,,QN,,,QUEENS BLVD (W/B) @,JACOBUS ST,0,1111,D,T,,,,YW,,2012,,0,,FAILURE TO STOP AT RED LIGHT,,,
1415734150,27978MH,NY,COM,09/23/2016,46,VAN,CHEVR,P,24890,19210,19250,20171031,23,23,23,938727,23,0,1159A,,NY,O,1846,LEXINGTON AVE,,0,408,E5,,BBBBBBB,ALL,ALL,WHT,0,2016,-,0,,,,,
1416464335,V78GXU,NJ,PAS,11/21/2016,67,,JEEP,P,0,0,0,20200720,43,43,43,940943,43,0,0442A,0442A,BX,O,,N/W C/O PUGSLEY AV,CROMWELL AVE,0,408,F2,,BBBBBBB,ALL,ALL,,0,2016,-,0,,,,,
7499130046,R39HDE,NJ,PAS,12/18/2016,14,4DSD,HYUND,T,34650,10810,10910,88888888,14,14,14,342551,T501,B,0200P,,NY,F,344,W 44th St,,0,408,c,,YYYYYYY,,,BLUE,,0,,0,01 6,14-No Standing,,,
7494574062,AS736T,NJ,PAS,07/07/2016,69,DELV,FRUEH,T,34510,10610,10810,88888888,14,14,14,349537,T106,X,1042A,,NY,F,266,W 37th St,,0,408,h1,,YYYYY,0600A,0700P,WHITE,,0,,0,99 6,69-Failure to Disp Muni Recpt,,,
7957332810,22600JX,NY,COM,09/20/2016,71,VAN,FORD,T,44750,10575,10575,20170725,121,121,121,362567,T303,E,0429P,,R,R,2655,Richmond Ave,,0,408,j6,,YYYYYYY,,,WH,,2006,,0,09-P,71A-Insp Sticker Expired (NYS),,,
8482721574,XAHW63,NJ,PAS,05/01/2017,84,DELV,HIN,T,34470,10610,10810,20170088,14,14,14,364822,T102,I,0901A,,NY,F,248,W 35th St,,0,408,k7,,YYYYYYY,,,WHITE,,0,,0,B,84-Platform lifts in low posit,,,
8238025059,GPU1853,NY,PAS,08/25/2016,71,4DSD,HONDA,T,55130,58490,20940,20180527,102,102,102,359572,T402,B,0808A,,Q,O,115-12,Mayfair Rd,,0,408,j6,,YYYYYYY,,,BK,,2004,,0,21 4,71A-Insp Sticker Expired (NYS),,,
5092644400,ERB1346,NY,PAS,07/21/2016,7,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,1144A,,QN,,,WOODHAVEN BLVD (N/B),@ ROCKAWAY BLVD,0,1111,D,T,,,,GL,,0,,0,,FAILURE TO STOP AT RED LIGHT,,,
8515854582,R69HLU,NJ,PAS,03/01/2017,37,SUBN,NISSA,T,24890,18820,18830,88880088,19,19,19,356314,T103,H,0322P,0301P,NY,F,1416,Lexington Ave,,20170301,408,h1,,YYYYY,1000A,0700P,WHITE,,0,127-3055,0,57,37-Expired Muni Meter,,,
4622353829,HDL1937,NY,PAS,07/19/2016,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0832A,,QN,,,WB JAMAICA AV 179 PL,- 171 ST,0,1180,B,T,,,,BK,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8068603335,E63S,NY,PAS,01/24/2017,20,SUBN,ROVER,T,36190,10810,25690,88888888,28,28,28,341278,T103,X,0500P,,NY,F,312,W 121st St,,0,408,d,,YYYYY,0700A,0600P,BLACK,,0,,0,CC1,20A-No Parking (Non-COM),,,
5092871283,EAL6548,NC,PAS,08/05/2016,7,MP,CHEVR,V,0,13610,0,0,,0,0,0,,,0216P,,QN,,,QUEENS BLVD (W/B) @,BROADWAY,0,1111,D,T,,,,,,2016,,0,,FAILURE TO STOP AT RED LIGHT,,,
4627379742,BNP8954,NY,PAS,11/23/2016,36,SUV,NISSA,V,0,0,0,0,,0,0,0,,,0255P,,QN,,,SB BAISLEY BLVD @ 16,0TH ST,0,1180,B,T,,,,BK,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8472600300,36741JS,NY,COM,09/21/2016,37,VAN,FORD,T,34190,10910,11010,20160930,10,10,10,362259,T102,J,0148P,0118P,NY,O,401,W 21st St,,20160921,408,h1,,Y,0900A,0700P,WH,,2004,135-3024,0,01 6,37-Expired Muni Meter,,,
1414431946,T679718C,NY,PAS,02/04/2017,98,SDN,TOYOT,P,76530,52730,73350,20170630,75,75,75,958036,75,0,0302P,,K,O,60,SHEPHERD,,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0,2015,-,0,,,,,
7959807140,HLK7571,NY,PAS,12/14/2016,71,4DSD,CHEVR,T,26300,21950,55265,20181129,120,120,120,348538,T303,A,0956A,,R,F,188,Dongan St,,0,408,j6,,,,,TN,,1996,,0,04-A,71-Insp. Sticker Missing (NYS,,,
4634439189,TEC838,NE,PAS,05/26/2017,36,SD,TOYOT,V,0,0,0,0,,0,0,0,,,1253P,,BK,,,EB LINDEN BLVD @ VER,MONT ST,0,1180,B,T,,,,,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4633628902,HGV4757,NY,PAS,05/10/2017,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0845A,,QN,,,SB 188 ST UNDRHILL A,V - HRCE HRDNG XPY,0,1180,B,T,,,,GY,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8138008313,HEA6942,NY,PAS,11/17/2016,38,4DSD,HONDA,T,24020,29320,27990,20180201,52,52,52,363109,T201,P,1256P,,BX,O,3507,Dekalb Ave,,0,408,h1,,YYYYYYY,,,BK,,2016,,0,52 2,38-Failure to Display Muni Rec,,,
8348506731,HAZ8365,NY,PAS,07/01/2016,19,SUBN,VOLKS,T,14280,37460,84440,20170929,63,63,63,349483,T302,D,0500P,,K,F,6309,Avenue N,,0,408,c3,,YYYYYYY,,,BL,,2016,,0,35 3,19-No Stand (bus stop),,,
8435034665,24322MH,NY,COM,12/08/2016,46,VAN,FORD,T,36270,26490,13113,20170531,26,26,26,356225,T103,L,0135P,,NY,O,409,W 125th St,,0,408,F1,,,,,WH,,2015,,0,G 77,46B-Double Parking (Com-100Ft),,,
8105508333,VFL8579,VA,PAS,09/09/2016,31,SUBN,MAZDA,T,34370,10610,10810,88880088,14,14,14,363948,T102,L,0603P,,NY,F,224,W 30th St,,0,408,l3,,Y,0700A,0700P,OTHER,,0,,0,15 6,31-No Stand (Com. Mtr. Zone),,,
4625472817,VG189,NY,OMT,10/20/2016,36,SUBN,LINCO,V,0,0,0,0,,0,0,0,,,0906A,,MN,,,NB PARK AVE @ E 83RD,ST,0,1180,B,T,,,,BK,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8471800573,710NPX,FL,PAS,09/16/2016,21,SUBN,INFIN,T,35680,14580,14630,20170588,61,61,61,349535,T302,M,0841A,,K,F,2083,E 19th St,,0,408,d1,,Y,0830A,1000A,BLUE,,0,,0,N 32,21-No Parking (street clean),,,
8058529059,229FY3,MA,PAS,09/20/2016,14,4DSD,HONDA,T,19990,36590,13510,20170388,32,32,32,340095,T800,A2,1057P,,NY,F,140,Edgecombe Ave,,0,408,c,,YYYYYYY,,,OTHER,,0,,0,E 77,14-No Standing,,,
7203992767,96400MH,NY,COM,09/26/2016,40,PICK,CHEVR,T,5280,9080,9130,20171209,72,72,72,359312,T302,G,1216P,,K,O,5004,3rd Ave,,0,408,e2,,YYYYYYY,,,GY,,2004,,5,49 3,40-Fire Hydrant,,,
8075546696,XV120P,NJ,PAS,10/03/2016,10,DELV,MITSU,T,18410,0,0,20170988,19,19,19,352009,T103,E,0837A,,NY,I,S,E 71st St,132ft E/of York Ave,0,408,b,,YYYYYYY,,,WHITE,,0,,0,01 7,10-No Stopping,,,
4623112500,7BW6278,MD,PAS,09/12/2016,36,4S,TOYOT,V,0,0,0,0,,0,0,0,,,0942A,,BK,,,EB ORIENTAL BV. COLE,RDGE ST- FALMOUTH ST,0,1180,B,T,,,,,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8071039652,2243502,IN,PAS,07/28/2016,50,DELV,INTER,T,35870,0,0,20160088,24,24,24,363135,T103,N,0334P,,NY,I,N,W 105th St,12ft E/of Broadway,0,408,e5,,,,,YELLO,,0,,0,CC1,50-Crosswalk,,,
8505061925,45494MJ,NY,COM,03/16/2017,14,VAN,KENWO,T,12950,30650,22412,20170831,1,1,1,364007,T105,C,0342P,,NY,F,64,Beaver St,,0,408,c,,YYYYYYY,,,WH,,2017,,0,74,14-No Standing,,,
5094712056,T668755C,NY,OMT,12/14/2016,7,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,1156P,,MN,,,WEST ST (N/B) @ W HO,USTON ST,0,1111,D,T,,,,BK,,2014,,0,,FAILURE TO STOP AT RED LIGHT,,,
8514902131,XBGV20,NJ,PAS,02/23/2017,14,VAN,FRUEH,T,18530,25390,27790,88880088,19,19,19,361104,T103,D,0824A,,NY,F,57,E 77th St,,0,408,c,,YYYYYYY,0800A,0600P,WHITE,,0,,0,58,14-No Standing,,,
8474101384,94907JA,NY,COM,10/18/2016,18,DELV,INTER,T,73720,27270,27300,88888888,46,46,46,361089,T201,G,1011A,,BX,O,2427,Webster Ave,,0,408,f4,,YYYYYYY,,,BROWN,,2001,,0,58 2,18-No Stand (bus lane),,,
8308030490,FWG8672,NY,PAS,08/06/2016,14,SUBN,ROVER,T,57720,77150,22920,20180131,49,49,49,332373,T801,B,0829P,,BX,F,720,Pelham Pkway South,,0,408,c,,YYYYYYY,,,WH,,2012,,0,D 21,14-No Standing,,,
4630081884,EBW2382,NY,PAS,01/27/2017,36,4DSD,ACURA,V,0,13550,0,0,,0,0,0,,,1245P,,BK,,,NB FLATBUSH AVE EXT,@ BRIDGE ST,0,1180,B,T,,,,GY,,2004,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8480262850,GAW9765,NY,PAS,02/02/2017,31,4DSD,INFIN,T,24890,0,0,20180707,17,17,17,364932,T102,L,0437P,,NY,I,E,Lexington Ave,5ft S/of E 46th St,0,408,l3,,YYYYY,0700A,0600P,GY,,2015,,0,7,31-No Stand (Com. Mtr. Zone),,,
5095466508,T632416C,NY,OMT,02/28/2017,7,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,1221A,,BK,,,CLASSON AVE (N/B) @,FLUSHING AVE,0,1111,D,T,,,,GY,,2012,,0,,FAILURE TO STOP AT RED LIGHT,,,
8210025340,DLJ3764,NY,PAS,09/14/2016,71,SUBN,HONDA,T,57790,23290,23240,20180423,109,109,109,357787,T401,H,1237P,,Q,F,150-13,Northern Blvd,,0,408,j6,,YYYYYYY,,,GY,,2006,,0,07-P,71A-Insp Sticker Expired (NYS),,,
5096174372,GFL2302,NY,PAS,04/12/2017,7,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0538P,,QN,,,NORTHERN BLVD (E/B),@ DOUGLASTON PKWY,0,1111,D,T,,,,WH,,2011,,0,,FAILURE TO STOP AT RED LIGHT,,,
8292554579,GKY1138,NY,PAS,08/18/2016,71,4DSD,LEXUS,T,36380,32600,14030,20160830,63,63,63,353177,T802,B,0305A,,K,O,984,E 35th St,,0,408,j6,,,,,BLACK,,2011,,0,A 31,71-Insp. Sticker Missing (NYS,,,
8323551893,HDD6103,NY,PAS,03/27/2017,37,4DSD,ACURA,T,24240,40690,42120,20180222,109,109,109,363977,T401,C,1151A,1142A,Q,O,Jul-36,164th St,,0,408,h1,,Y,0800A,0700P,BK,,0,428-3107,0,5,37-Expired Muni Meter,,,
8555314793,27291BB,NY,OMR,06/21/2017,14,BUS,ME/BE,T,54580,0,0,20180228,109,109,109,357733,T401,A,0822A,,Q,I,E,Main St,5ft N/of 41st Rd,0,408,c,,YYYYYYY,,,BK,,2014,,0,2,14-No Standing,,,
1416010798,HLG9932,NY,PAS,12/16/2016,21,SDN,NISSA,S,21630,64230,21680,20181213,60,60,0,956101,KS13,0,0909A,,K,F,2957,BRIGHTON 1 STREET,,0,408,D1,,BYBBYBB,0900A,1030A,SILVE,0,2013,-,0,,,,,
8491256830,FHG3983,NY,PAS,12/21/2016,14,SUBN,CHEVR,T,18630,66730,66630,20170225,90,90,90,354019,T301,M,0712A,,K,O,125,Bedford Ave,,0,408,c,,YYYYY,0700A,1000A,GL,,2001,,0,A 31,14-No Standing,,,
8156031570,HKP7161,NY,PAS,10/11/2016,21,SUBN,FORD,T,93530,53130,85930,20180819,94,94,94,355311,T301,G,1258P,,K,F,69,Wilson Ave,,0,408,d1,,Y  Y,1200A,0130P,BK,,2014,,0,17 3,21-No Parking (street clean),,,
8566355969,HKM6205,NY,PAS,05/25/2017,20,4DSD,MITSU,T,7990,17740,17990,20181016,115,115,115,362614,T803,AA,0002A,,Q,O,Jun-87,31st Ave,,0,408,d,,YYYYYYY,,,GY,,2008,,0,H,20A-No Parking (Non-COM),,,
8461512510,CPH4458,NY,PAS,10/19/2016,38,SUBN,NISSA,T,28990,14740,14810,20171125,112,112,112,362232,T402,F,0758P,,Q,O,Sep-70,Austin St,,0,408,h1,,Y,0830A,1000P,GY,,2002,,0,42 4,38-Failure to Display Muni Rec,,,
8300058564,GTM3648,NY,PAS,11/01/2016,71,SUBN,CHRYS,T,91680,64230,60330,20180916,62,62,62,362559,T302,J,1228P,,K,O,2865,W 27th St,,0,408,j6,,YYYYYYY,,,BLUE,,2014,,0,W 32,71A-Insp Sticker Expired (NYS),,,
8504607549,GZM7264,NY,PAS,02/21/2017,38,4DSD,AUDI,T,15350,45290,32900,20170720,1,1,1,358187,T105,H,1129A,,NY,F,295,Church St,,0,408,h1,,Y,0800A,0700P,WH,,2016,,0,22,38-Failure to Display Muni Rec,,,
8530711520,HKH6295,NY,PAS,04/26/2017,46,SUBN,CHEVR,T,27330,40220,9520,20190103,48,48,48,358860,T801,A,0855P,,BX,O,584,E 189th St,,0,408,f1,,YYYYYYY,,,BK,,2002,,0,K,46A-Double Parking (Non-COM),,,
8411006610,ERV6007,NY,PAS,01/25/2017,38,SUBN,ROVER,T,24020,44620,29320,20170510,52,52,52,364891,T201,J,0107P,,BX,O,3467,Dekalb Ave,,0,408,h1,,Y,0830A,0700P,GY,,2008,,0,32,38-Failure to Display Muni Rec,,,
4630468833,T501244C,NY,OMT,02/06/2017,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,1244P,,BK,,,WB ATLNTIC AVE. CLIN,TN AV- CUMBRLND ST,0,1180,B,T,,,,BK,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4625530880,T653605C,NY,OMT,10/26/2016,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0833A,,QN,,,NB SPRNGFLD BV. 94 A,V- 91 AV,0,1180,B,T,,,,BK,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8505459260,XP100Y,NJ,PAS,03/24/2017,46,DELV,CHEVR,T,10510,33890,33910,88880088,6,6,6,355208,T105,D,0116P,,NY,F,333B,6th Ave,,0,408,F1,,YYYYYYY,,,WHITE,,0,,0,77,46B-Double Parking (Com-100Ft),,,
8535505726,HGW1890,NY,PAS,03/31/2017,21,VAN,VOLKS,T,66730,0,0,20180626,94,94,94,362534,T802,A,0155A,,K,I,S,N 11th St,15ft W/of Berry St,0,408,d1,,Y  Y,1200A,0300A,BL,,1975,,0,V,21-No Parking (street clean),,,
8330551635,GVV7569,NY,PAS,02/16/2017,40,4DSD,NISSA,T,16140,60810,28890,20170301,102,102,102,362584,T402,M,0421A,,Q,F,Dec-92,77th St,,0,408,e2,,YYYYYYY,,,GY,,2015,,0,J,40-Fire Hydrant,,,
8206030153,GMH7748,NY,PAS,11/29/2016,37,SUBN,CHRYS,T,39595,6140,6190,20180305,109,109,109,363560,T401,R,0246P,0227P,Q,F,15-24,College Point Blvd,,0,408,h1,,Y,0900A,0700P,WH,,2008,437-3115,0,08 4,37-Expired Muni Meter,,,
8081537338,56041MC,NY,COM,07/22/2016,37,VAN,FORD,T,25390,18630,18650,20170131,19,19,19,356314,T103,H,1225P,1107A,NY,F,1096,Madison Ave,,20160722,408,h1,,Y,0900A,0700P,WH,,2012,127-3012,0,27 7,37-Expired Muni Meter,,,
7509976820,HHS4746,NY,PAS,02/20/2017,38,4DSD,CHEVR,T,54100,93230,83930,20180808,83,83,83,347470,T301,E,0159P,,K,F,280,Knickerbocker Ave,,0,408,h1,,Y,0830A,0700P,WH,,2001,,0,11,38-Failure to Display Muni Rec,,,
7132288118,ECW3870,NC,PAS,07/29/2016,21,4DSD,ME/BE,T,38990,52390,65490,20170788,109,109,109,341921,T401,L,0725A,,Q,F,140-09,Cherry Ave,,0,408,d1,,Y Y Y,0700A,0730A,RED,,0,,0,A 41,21-No Parking (street clean),,,
8513111661,2211680,WY,PAS,04/29/2017,37,SUBN,AUDI,T,18490,25390,27790,20160988,19,19,19,363986,T103,O,1107A,1100A,NY,F,35,E 75th St,,0,408,h1,,Y,0900A,0700P,BLACK,,0,118-3042,0,8,37-Expired Muni Meter,,,
7491141330,HDS8157,NY,PAS,08/12/2016,14,SUBN,TOYOT,T,50990,0,0,20171122,108,108,108,362536,T401,V,0410P,,Q,I,E,Jackson Ave,10ft N/of 43rd Ave,0,408,c,,Y,0400P,0700P,BK,,2015,,0,S 41,14-No Standing,,,
8216506181,FLP4602,NY,PAS,08/31/2016,71,VAN,FORD,T,14440,8190,37395,20170518,114,114,114,357763,T401,D,1000A,,Q,F,32-39,68th St,,0,408,j6,,YYYYYYY,,,RD,,2003,,0,29 4,71A-Insp Sticker Expired (NYS),,,
8506817444,HDE4664,NY,OMS,04/22/2017,14,SUBN,FORD,T,30640,0,0,20170930,7,7,7,355710,T101,M,0123P,,NY,I,W,South St,125ft S/of Clinton S,0,408,c,,YYYYYYY,,,WH,,2017,,0,E,14-No Standing,,,
8087554474,GWD7604,NY,PAS,03/09/2017,21,4DSD,INFIN,T,54580,11940,12040,20190201,109,109,109,362165,T401,B,0837A,,Q,F,57-29,Main St,,0,408,d1,,Y,0830A,0900A,WH,,2015,,0,3,21-No Parking (street clean),,,
8488910587,HHY6778,NY,PAS,02/27/2017,38,4DSD,INFIN,T,19740,0,0,20180825,106,106,106,363492,T402,G,0544P,,Q,I,W,104th St,30ft N/of Liberty Av,0,408,h1,,Y,0900A,0700P,WH,,2005,,0,38,38-Failure to Display Muni Rec,,,
4626348944,XAMT42,NJ,PAS,11/03/2016,36,VAN,FORD,V,0,0,0,0,,0,0,0,,,1153A,,QN,,,WB QUEENS BLVD @ 36T,H ST,0,1180,B,T,,,,SL,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7915778225,DTE9455,NY,PAS,02/07/2017,20,4DSD,TOYOT,T,24190,18040,51090,88888888,103,103,103,362586,T402,F,0142P,,Q,O,89-58,163rd St,,0,408,d,,YYYYYYY,1000A,0700P,WHITE,,2008,,0,18,20A-No Parking (Non-COM),,,
8290557255,GEX5772,NY,PAS,08/20/2016,16,4DSD,TOYOT,T,0,0,0,20170418,47,47,47,355598,T202,N,0710A,,BX,I,S,Corsa Ave,10ft W/of Boston Rd,0,408,k2,,Y,0700A,0400P,WH,,2001,,0,B 22,16A-No Std (Com Veh) Non-COM,,,
4627349105,T632332C,NY,OMT,11/23/2016,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,1238P,,BK,,,NB SHORE RD @ 83RD S,T,0,1180,B,T,,,,BK,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1414724834,FYA8635,NY,PAS,05/05/2017,46,SDN,BMW,P,36420,26940,52720,20180311,46,46,46,957361,46,0,0846P,,BX,F,1850,GRAND CONCOURSE,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2011,-,0,,,,,
8143075760,HEE2911,NY,PAS,12/21/2016,40,SUBN,NISSA,T,43520,26340,46820,20180228,41,41,41,349900,T202,O,0607A,,BX,F,755,Kelly St,,0,408,e2,,YYYYYYY,,,BK,,2008,,5,J 21,40-Fire Hydrant,,,
1421188867,A5810N,NJ,PAS,03/23/2017,19,DELV,FRUEH,P,10510,34870,34890,0,18,18,18,925657,18,0,0710A,,NY,O,1367,6TH AVE,,0,408,C,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
